Periodicity ;Year;Quarter ;Month;Item;Money Supply in Million Saudi Riyals
Monthly;2013;Q3;Aug;Money Supply M1;976665.370814
Monthly;2013;Q4;Oct;Other Quasi- Money Deposits;196564.869
Monthly;2013;Q4;Nov;Time & Savings Deposits;335553.527
Monthly;2013;Q4;Nov;Demand  Deposits;851560.235
Monthly;2013;Q4;Dec;Demand  Deposits;860270.196
Monthly;2013;Q4;Dec;Money Supply M1;1003410.23318
Monthly;2013;Q4;Dec;Money Supply M2;1353676.71818
Monthly;2014;Q1;Jan;Demand  Deposits;897072.37
Monthly;2014;Q1;Feb;Money Supply M2;1391553.42469
Monthly;2014;Q1;Mar;Demand  Deposits;917833.857
Monthly;2014;Q2;Apr;Time & Savings Deposits;353021.334
Monthly;2014;Q2;Apr;Money Supply M1;1088527.30013
Monthly;2014;Q2;Apr;Money Supply M2;1441548.63413
Monthly;2014;Q2;May;Time & Savings Deposits;366001.427
Monthly;2014;Q2;May;Demand  Deposits;939726.981
Monthly;2014;Q2;May;Money Supply M1;1091817.53068
Monthly;2014;Q2;Jun;Demand  Deposits;941006.028
Monthly;2014;Q3;Jul;Demand  Deposits;938049.512
Monthly;2014;Q3;Jul;Other Quasi- Money Deposits;205575.182
Monthly;2014;Q3;Jul;Currency Outside Banks;166626.888564
Monthly;2014;Q3;Jul;Money Supply M1;1104676.40056
Monthly;2014;Q3;Jul;Money Supply M3;1704912.01556
Monthly;2014;Q3;Aug;Currency Outside Banks;155527.475522
Monthly;2014;Q3;Aug;Money Supply M1;1102899.24752
Monthly;2014;Q3;Aug;Money Supply M2;1497866.70852
Monthly;2014;Q4;Oct;Demand  Deposits;943307.557
Monthly;2014;Q4;Nov;Money Supply M3;1708123.58032
Monthly;2014;Q4;Dec;Time & Savings Deposits;403419.45
Monthly;2014;Q4;Dec;Demand  Deposits;991384.41
Monthly;2015;Q1;Jan;Time & Savings Deposits;389441.858
Monthly;2015;Q1;Mar;Time & Savings Deposits;391880.197
Monthly;2015;Q1;Mar;Money Supply M1;1219819.27276
Monthly;2015;Q1;Mar;Money Supply M2;1611699.46976
Monthly;2015;Q2;Apr;Time & Savings Deposits;367005.144
Monthly;2015;Q2;Apr;Money Supply M2;1612540.28503
Monthly;2015;Q2;May;Money Supply M1;1259430.43726
Monthly;2015;Q2;May;Money Supply M2;1639762.53526
Monthly;2015;Q2;Jun;Time & Savings Deposits;377944.324
Monthly;2015;Q2;Jun;Money Supply M3;1830948.93069
Monthly;2015;Q3;Jul;Demand  Deposits;1070536.029
Monthly;2015;Q3;Jul;Other Quasi- Money Deposits;186087.528
Monthly;2015;Q3;Sep;Other Quasi- Money Deposits;184640.235
Monthly;2015;Q4;Nov;Money Supply M3;1801762.26476
Monthly;2015;Q4;Dec;Time & Savings Deposits;439377.329
Monthly;2016;Q1;Feb;Demand  Deposits;982855.854
Monthly;2016;Q1;Feb;Other Quasi- Money Deposits;194879.882317
Monthly;2016;Q1;Mar;Other Quasi- Money Deposits;214863.802584
Monthly;2016;Q2;Apr;Money Supply M1;1155071.5616
Monthly;2016;Q2;Apr;Money Supply M2;1565269.06078
Monthly;2016;Q2;May;Money Supply M2;1575671.03779
Monthly;2016;Q3;Jul;Time & Savings Deposits;434303.604805
Monthly;2016;Q3;Jul;Other Quasi- Money Deposits;188693.49678
Monthly;2016;Q3;Jul;Money Supply M1;1142227.29999
Monthly;2016;Q3;Sep;Money Supply M3;1766190.07777
Monthly;2016;Q4;Nov;Other Quasi- Money Deposits;162907.938752
Monthly;2016;Q4;Nov;Money Supply M2;1641426.49004
Monthly;2016;Q4;Dec;Money Supply M2;1642428.57552
Monthly;2017;Q1;Jan;Demand  Deposits;982424.69688
Monthly;2017;Q1;Jan;Other Quasi- Money Deposits;155651.539349
Monthly;2017;Q1;Jan;Money Supply M2;1626055.39818
Monthly;2017;Q1;Feb;Time & Savings Deposits;473163.841665
Monthly;2017;Q2;Apr;Currency Outside Banks;168957.095407
Monthly;2017;Q2;Apr;Money Supply M3;1792891.03452
Monthly;2017;Q2;May;Other Quasi- Money Deposits;153577.660925
Monthly;2017;Q2;May;Money Supply M1;1168203.80109
Monthly;2017;Q2;Jun;Time & Savings Deposits;483886.804218
Monthly;2017;Q2;Jun;Currency Outside Banks;184276.198972
Monthly;2017;Q2;Jun;Money Supply M1;1168809.12786
Monthly;2017;Q3;Jul;Money Supply M3;1816306.88295
Monthly;2017;Q3;Aug;Time & Savings Deposits;492552.924026
Monthly;2017;Q3;Aug;Money Supply M1;1167404.08546
Monthly;2017;Q4;Oct;Time & Savings Deposits;447418.82395
Monthly;2017;Q4;Oct;Other Quasi- Money Deposits;169363.657992
Monthly;2017;Q4;Oct;Currency Outside Banks;167435.190872
Monthly;2017;Q4;Oct;Money Supply M1;1164703.32441
Monthly;2017;Q4;Nov;Money Supply M3;1783844.61225
Monthly;2017;Q4;Dec;Demand  Deposits;1002467.74801
Monthly;2017;Q4;Dec;Money Supply M1;1174514.0987
Monthly;2018;Q1;Jan;Demand  Deposits;1026862.40066
Monthly;2018;Q1;Jan;Money Supply M1;1201972.86437
Monthly;2018;Q1;Feb;Time & Savings Deposits;435291.22512
Monthly;2018;Q1;Feb;Other Quasi- Money Deposits;179686.355613
Monthly;2018;Q1;Mar;Other Quasi- Money Deposits;164425.443853
Monthly;2018;Q1;Mar;Money Supply M1;1194082.9782
Monthly;2018;Q2;Apr;Currency Outside Banks;181136.634082
Monthly;2018;Q2;Apr;Money Supply M1;1217217.63037
Monthly;2018;Q2;May;Other Quasi- Money Deposits;162828.94651
Monthly;2018;Q2;May;Money Supply M3;1792991.73063
Monthly;2018;Q2;Jun;Money Supply M2;1637204.37413
Monthly;2018;Q3;Jul;Money Supply M1;1200753.39486
Monthly;2018;Q3;Sep;Other Quasi- Money Deposits;203390.198572
Monthly;2018;Q3;Sep;Money Supply M3;1837921.18982
Monthly;2018;Q4;Oct;Currency Outside Banks;177804.276117
Monthly;2018;Q4;Nov;Demand  Deposits;1029140.05704
Monthly;2018;Q4;Nov;Other Quasi- Money Deposits;185384.542327
Monthly;2018;Q4;Nov;Money Supply M1;1208889.01761
Monthly;2018;Q4;Nov;Money Supply M3;1821421.41557
Monthly;2018;Q4;Dec;Money Supply M3;1853645.37185
Monthly;2018;Q4;Dec;Money Supply M2;1663819.81099
Monthly;2019;Q1;Jan;Money Supply M1;1218280.67183
Monthly;2019;Q1;Mar;Time & Savings Deposits;429884.965683
Monthly;2019;Q1;Mar;Demand  Deposits;1036501.24839
Monthly;2019;Q2;Apr;Money Supply M2;1668865.89305
Monthly;2019;Q3;Jul;Time & Savings Deposits;431249.146452
Monthly;2019;Q3;Jul;Currency Outside Banks;192168.055007
Monthly;2019;Q3;Jul;Money Supply M1;1262084.5298
Monthly;2019;Q3;Jul;Money Supply M3;1871533.23708
Annually;1989;-;-;Demand  Deposits;57874.5
Annually;1989;-;-;Money Supply M3;180180.8
Annually;1990;-;-;Time & Savings Deposits;39280.874738
Annually;1991;-;-;Other Quasi- Money Deposits;50749.345958
Annually;1991;-;-;Money Supply M2;165093.470174
Annually;1992;-;-;Other Quasi- Money Deposits;51208.783
Annually;1993;-;-;Time & Savings Deposits;47892.339
Annually;1993;-;-;Money Supply M2;169395.095617
Annually;1994;-;-;Money Supply M1;125644.435411
Annually;1995;-;-;Demand  Deposits;81383.933
Annually;1995;-;-;Currency Outside Banks;43087.203
Annually;1995;-;-;Money Supply M1;124471.136
Annually;1996;-;-;Time & Savings Deposits;71080.751
Annually;1996;-;-;Currency Outside Banks;43037.635
Annually;1996;-;-;Money Supply M1;132927.856
Annually;1997;-;-;Demand  Deposits;95360.545
Annually;1997;-;-;Money Supply M3;272548.809
Annually;1998;-;-;Money Supply M2;223708.415
Annually;1999;-;-;Other Quasi- Money Deposits;63439.317
Annually;2001;-;-;Other Quasi- Money Deposits;68902.386
Annually;2001;-;-;Money Supply M1;179395.894
Annually;2002;-;-;Other Quasi- Money Deposits;79841.297
Annually;2002;-;-;Money Supply M2;310367.266
Annually;2003;-;-;Demand  Deposits;167577.202
Annually;2003;-;-;Money Supply M2;336403.741
Annually;2004;-;-;Demand  Deposits;211170.238
Annually;2005;-;-;Time & Savings Deposits;165266.397
Annually;2005;-;-;Demand  Deposits;219251.036
Annually;2005;-;-;Currency Outside Banks;64288.038
Annually;2006;-;-;Demand  Deposits;243417.691
Annually;2007;-;-;Other Quasi- Money Deposits;123139.628
Annually;2007;-;-;Currency Outside Banks;72191.673
Annually;2009;-;-;Time & Savings Deposits;323377.029
Annually;2009;-;-;Other Quasi- Money Deposits;184009.189
Annually;2009;-;-;Money Supply M2;844934.592
Annually;2010;-;-;Time & Savings Deposits;298282.546
Annually;2010;-;-;Other Quasi- Money Deposits;156495.171
Annually;2010;-;-;Currency Outside Banks;95519.847685
Annually;2010;-;-;Money Supply M3;1080369.549
Annually;2012;-;-;Demand  Deposits;756555.345
Annually;2013;-;-;Time & Savings Deposits;350266.485
Annually;2013;-;-;Demand  Deposits;860270.196
Annually;2013;-;-;Other Quasi- Money Deposits;207393.726
Annually;2013;-;-;Currency Outside Banks;143140.037178
Annually;2013;-;-;Money Supply M1;1003410.23318
Annually;2014;-;-;Money Supply M2;1548554.00311
Annually;2015;-;-;Time & Savings Deposits;439377.329
Annually;2015;-;-;Money Supply M1;1148642.45448
Annually;2015;-;-;Money Supply M2;1588019.78348
Annually;2017;-;-;Money Supply M2;1628666.1579
Annually;2018;-;-;Time & Savings Deposits;443022.413149
Annually;2018;-;-;Demand  Deposits;1040664.95185
Annually;2018;-;-;Currency Outside Banks;180132.445997
Quarterly;1993;Q1;-;Money Supply M3;233401.2255
Quarterly;1993;Q1;-;Money Supply M2;177749.2785
Quarterly;1993;Q4;-;Other Quasi- Money Deposits;59027.66
Quarterly;1993;Q4;-;Currency Outside Banks;42622.797617
Quarterly;1993;Q4;-;Money Supply M1;121502.756617
Quarterly;1994;Q1;-;Time & Savings Deposits;48772.722
Quarterly;1994;Q1;-;Money Supply M1;125175.916069
Quarterly;1994;Q3;-;Currency Outside Banks;42144.679086
Quarterly;1994;Q4;-;Time & Savings Deposits;51417.12
Quarterly;1995;Q1;-;Currency Outside Banks;46446.280507
Quarterly;1995;Q2;-;Time & Savings Deposits;56152.393
Quarterly;1995;Q2;-;Other Quasi- Money Deposits;58201.335
Quarterly;1995;Q3;-;Time & Savings Deposits;58436.185
Quarterly;1995;Q3;-;Demand  Deposits;81546.418
Quarterly;1995;Q3;-;Money Supply M2;182698.436
Quarterly;1995;Q4;-;Other Quasi- Money Deposits;56075.251
Quarterly;1995;Q4;-;Money Supply M3;241768.91
Quarterly;1996;Q1;-;Currency Outside Banks;45008.198
Quarterly;1996;Q1;-;Money Supply M1;128234.7
Quarterly;1996;Q2;-;Currency Outside Banks;44985.366
Quarterly;1996;Q2;-;Money Supply M1;133001.235
Quarterly;1996;Q3;-;Time & Savings Deposits;66048.799
Quarterly;1996;Q3;-;Money Supply M3;249714.232895
Quarterly;1997;Q1;-;Demand  Deposits;96658.582
Quarterly;1997;Q3;-;Time & Savings Deposits;72463.189
Quarterly;1998;Q1;-;Currency Outside Banks;48884.796
Quarterly;1998;Q2;-;Demand  Deposits;101012.645
Quarterly;1998;Q2;-;Currency Outside Banks;47004.654
Quarterly;1998;Q2;-;Money Supply M3;280165.288
Quarterly;1998;Q3;-;Demand  Deposits;94923.431
Quarterly;1999;Q1;-;Other Quasi- Money Deposits;56625.381
Quarterly;1999;Q2;-;Demand  Deposits;101621.68
Quarterly;1999;Q3;-;Money Supply M3;283211.826
Quarterly;1999;Q3;-;Money Supply M2;225941.18
Quarterly;1999;Q4;-;Demand  Deposits;101604.895
Quarterly;2000;Q1;-;Other Quasi- Money Deposits;59505.585
Quarterly;2000;Q1;-;Money Supply M1;159918.375
Quarterly;2000;Q1;-;Money Supply M2;244410.715
Quarterly;2000;Q2;-;Other Quasi- Money Deposits;60123.395
Quarterly;2000;Q2;-;Money Supply M2;250420.85
Quarterly;2000;Q3;-;Money Supply M3;308442.214
Quarterly;2000;Q4;-;Money Supply M3;318989.309
Quarterly;2001;Q2;-;Money Supply M1;177772.038
Quarterly;2001;Q4;-;Demand  Deposits;130192.471
Quarterly;2001;Q4;-;Currency Outside Banks;49203.423
Quarterly;2002;Q1;-;Time & Savings Deposits;91195.462
Quarterly;2002;Q1;-;Demand  Deposits;138295.232
Quarterly;2002;Q1;-;Other Quasi- Money Deposits;68831.692
Quarterly;2002;Q1;-;Money Supply M1;187449.385
Quarterly;2002;Q2;-;Money Supply M1;192771.805
Quarterly;2002;Q3;-;Demand  Deposits;146193.767
Quarterly;2002;Q3;-;Money Supply M1;193190.628
Quarterly;2003;Q1;-;Money Supply M1;212131.742
Quarterly;2003;Q2;-;Other Quasi- Money Deposits;80877.452
Quarterly;2003;Q3;-;Money Supply M2;320621.22
Quarterly;2003;Q4;-;Money Supply M2;336403.741
Quarterly;2004;Q1;-;Other Quasi- Money Deposits;84871.682
Quarterly;2004;Q1;-;Money Supply M3;435293.069
Quarterly;2004;Q1;-;Money Supply M2;350421.387
Quarterly;2004;Q2;-;Other Quasi- Money Deposits;90001.975
Quarterly;2004;Q2;-;Money Supply M2;357888.219
Quarterly;2004;Q4;-;Currency Outside Banks;60133.143
Quarterly;2004;Q4;-;Money Supply M1;271303.381
Quarterly;2005;Q2;-;Time & Savings Deposits;156873.643
Quarterly;2005;Q2;-;Money Supply M1;276130.353
Quarterly;2005;Q3;-;Money Supply M1;273153.586
Quarterly;2005;Q4;-;Money Supply M1;283539.074
Quarterly;2006;Q1;-;Demand  Deposits;229288.842
Quarterly;2006;Q1;-;Currency Outside Banks;61031.896
Quarterly;2006;Q1;-;Money Supply M2;480463.026
Quarterly;2006;Q4;-;Money Supply M1;312741.792
Quarterly;2006;Q4;-;Money Supply M3;660268.053
Quarterly;2006;Q4;-;Money Supply M2;538768.537
Quarterly;2007;Q2;-;Currency Outside Banks;67010.44
Quarterly;2007;Q2;-;Money Supply M3;709304.287
Quarterly;2007;Q2;-;Money Supply M2;587657.549
Quarterly;2007;Q3;-;Currency Outside Banks;69103.571
Quarterly;2007;Q3;-;Money Supply M2;618385.499
Quarterly;2007;Q4;-;Demand  Deposits;311365.062
Quarterly;2007;Q4;-;Money Supply M1;383556.735
Quarterly;2008;Q1;-;Other Quasi- Money Deposits;128201.943
Quarterly;2008;Q1;-;Currency Outside Banks;72398.341
Quarterly;2008;Q1;-;Money Supply M3;834040.613
Quarterly;2008;Q1;-;Money Supply M2;705838.67
Quarterly;2008;Q2;-;Currency Outside Banks;77597.312
Quarterly;2008;Q3;-;Time & Savings Deposits;326502.052
Quarterly;2008;Q3;-;Money Supply M2;744411.349
Quarterly;2008;Q4;-;Time & Savings Deposits;367623.877
Quarterly;2008;Q4;-;Demand  Deposits;342487.682
Quarterly;2008;Q4;-;Other Quasi- Money Deposits;136006.62
Quarterly;2008;Q4;-;Currency Outside Banks;83006.392
Quarterly;2008;Q4;-;Money Supply M1;425494.074
Quarterly;2008;Q4;-;Money Supply M2;793117.951
Quarterly;2009;Q1;-;Demand  Deposits;376934.74
Quarterly;2009;Q1;-;Money Supply M3;965600.689
Quarterly;2009;Q2;-;Other Quasi- Money Deposits;177700.061
Quarterly;2009;Q3;-;Demand  Deposits;404110.359
Quarterly;2010;Q1;-;Demand  Deposits;452188.017
Quarterly;2010;Q1;-;Other Quasi- Money Deposits;154793.458
Quarterly;2010;Q1;-;Money Supply M3;1010510.66206
Quarterly;2010;Q2;-;Other Quasi- Money Deposits;154606.536
Quarterly;2010;Q2;-;Money Supply M1;576928.039349
Quarterly;2010;Q3;-;Other Quasi- Money Deposits;161482.936
Quarterly;2010;Q3;-;Money Supply M2;889453.071552
Quarterly;2010;Q4;-;Demand  Deposits;530072.227
Quarterly;2010;Q4;-;Money Supply M3;1080369.79168
Quarterly;2011;Q1;-;Money Supply M1;689259.633054
Quarterly;2011;Q2;-;Time & Savings Deposits;307014.674
Quarterly;2011;Q2;-;Other Quasi- Money Deposits;159467.777
Quarterly;2011;Q2;-;Currency Outside Banks;116849.977773
Quarterly;2011;Q3;-;Time & Savings Deposits;299995.026
Quarterly;2011;Q4;-;Other Quasi- Money Deposits;161149.603
Quarterly;2011;Q4;-;Money Supply M3;1239545.44541
Quarterly;2012;Q1;-;Money Supply M3;1290899.11551
Quarterly;2012;Q2;-;Demand  Deposits;687117.961
Quarterly;2012;Q2;-;Money Supply M3;1301446.68344
Quarterly;2012;Q3;-;Money Supply M1;828344.986037
Quarterly;2012;Q3;-;Money Supply M2;1129267.99104
Quarterly;2012;Q4;-;Money Supply M1;889676.073288
Quarterly;2012;Q4;-;Money Supply M3;1408073.50029
Quarterly;2013;Q1;-;Other Quasi- Money Deposits;178863.262
Quarterly;2013;Q1;-;Currency Outside Banks;135305.735029
Quarterly;2013;Q2;-;Other Quasi- Money Deposits;189017.723
Quarterly;2013;Q2;-;Money Supply M1;964731.11546
Quarterly;2013;Q2;-;Money Supply M2;1290527.66046
Quarterly;2013;Q4;-;Time & Savings Deposits;350266.485
Quarterly;2014;Q1;-;Demand  Deposits;917833.857
Quarterly;2014;Q2;-;Demand  Deposits;941006.028
Quarterly;2014;Q2;-;Other Quasi- Money Deposits;203460.84
Quarterly;2014;Q3;-;Demand  Deposits;942800.619
Quarterly;2014;Q3;-;Other Quasi- Money Deposits;190959.491
Quarterly;2014;Q4;-;Demand  Deposits;991384.41
Quarterly;2014;Q4;-;Money Supply M2;1548554.00311
Quarterly;2015;Q1;-;Other Quasi- Money Deposits;187659.107
Quarterly;2015;Q2;-;Other Quasi- Money Deposits;193908.667
Quarterly;2015;Q3;-;Time & Savings Deposits;411847.514
Quarterly;2015;Q4;-;Money Supply M3;1785582.06348
Quarterly;2016;Q1;-;Demand  Deposits;987565.311497
Quarterly;2016;Q1;-;Other Quasi- Money Deposits;214863.802584
Quarterly;2016;Q1;-;Money Supply M1;1156798.8445
Quarterly;2016;Q2;-;Money Supply M3;1783600.18525
Quarterly;2016;Q3;-;Money Supply M2;1596915.82331
Quarterly;2016;Q4;-;Other Quasi- Money Deposits;157279.108572
Quarterly;2017;Q1;-;Time & Savings Deposits;471336.488861
Quarterly;2017;Q1;-;Demand  Deposits;997825.093203
Quarterly;2017;Q1;-;Currency Outside Banks;169762.969601
Quarterly;2017;Q2;-;Demand  Deposits;984532.92889
Quarterly;2017;Q3;-;Currency Outside Banks;170609.527807
Quarterly;2017;Q3;-;Money Supply M2;1627315.2139
Quarterly;2017;Q4;-;Currency Outside Banks;172046.350695
Quarterly;2017;Q4;-;Money Supply M1;1174514.0987
Quarterly;2018;Q1;-;Demand  Deposits;1013261.34958
Quarterly;2018;Q1;-;Currency Outside Banks;180821.628614
Quarterly;2018;Q1;-;Money Supply M1;1194082.9782
Quarterly;2018;Q3;-;Other Quasi- Money Deposits;203390.198572
Quarterly;2018;Q3;-;Money Supply M1;1204097.79671
Quarterly;2018;Q4;-;Currency Outside Banks;180132.445997
Quarterly;2019;Q1;-;Demand  Deposits;1036501.24839
Quarterly;2019;Q1;-;Currency Outside Banks;184719.108126
Quarterly;2019;Q2;-;Time & Savings Deposits;437183.019869
Quarterly;2019;Q2;-;Demand  Deposits;1072291.61914
Quarterly;2019;Q2;-;Other Quasi- Money Deposits;181977.275537
Monthly;1993;Q1;Jan;Money Supply M1;127659.947
Monthly;1993;Q1;Jan;Money Supply M3;228263.92
Monthly;1993;Q1;Feb;Demand  Deposits;84624.138
Monthly;1993;Q1;Mar;Demand  Deposits;85427.936
Monthly;1993;Q1;Mar;Currency Outside Banks;46572.6255
Monthly;1993;Q1;Mar;Money Supply M3;233401.2255
Monthly;1993;Q2;Apr;Demand  Deposits;85704.078
Monthly;1993;Q2;Apr;Other Quasi- Money Deposits;56290.972
Monthly;1993;Q2;Apr;Money Supply M3;234573.613533
Monthly;1993;Q2;May;Money Supply M1;134931.9137
Monthly;1993;Q2;Jun;Money Supply M2;183381.660353
Monthly;1993;Q3;Jul;Time & Savings Deposits;46245.889
Monthly;1993;Q3;Jul;Money Supply M3;239840.0094
Monthly;1993;Q3;Aug;Money Supply M1;133777.400395
Monthly;1993;Q3;Sep;Money Supply M1;131513.693902
Monthly;1993;Q4;Oct;Demand  Deposits;83343.125
Monthly;1993;Q4;Nov;Demand  Deposits;81473.832
Monthly;1993;Q4;Nov;Money Supply M2;170943.52523
Monthly;1993;Q4;Dec;Other Quasi- Money Deposits;59027.66
Monthly;1994;Q1;Jan;Currency Outside Banks;42558.307467
Monthly;1994;Q1;Feb;Other Quasi- Money Deposits;57227.283
Monthly;1994;Q1;Mar;Time & Savings Deposits;48772.722
Monthly;1994;Q1;Mar;Demand  Deposits;80386.286
Monthly;1994;Q1;Mar;Currency Outside Banks;44789.630069
Monthly;1994;Q1;Mar;Money Supply M3;231664.037069
Monthly;1994;Q2;May;Time & Savings Deposits;48219.809
Monthly;1994;Q2;May;Demand  Deposits;82660.827
Monthly;1994;Q2;Jun;Time & Savings Deposits;48248.855
Monthly;1994;Q2;Jun;Other Quasi- Money Deposits;57765.033
Monthly;1994;Q2;Jun;Money Supply M1;127526.615395
Monthly;1994;Q3;Jul;Other Quasi- Money Deposits;57288.355
Monthly;1994;Q3;Jul;Money Supply M1;128190.304086
Monthly;1994;Q3;Aug;Money Supply M2;173356.809016
Monthly;1994;Q4;Oct;Money Supply M1;126478.339
Monthly;1994;Q4;Nov;Currency Outside Banks;44713.314
Monthly;1994;Q4;Nov;Money Supply M2;176127.761
Monthly;1994;Q4;Dec;Time & Savings Deposits;51417.12
Monthly;1995;Q1;Jan;Time & Savings Deposits;51578.78
Monthly;1995;Q1;Feb;Time & Savings Deposits;53809.462
Monthly;1995;Q1;Feb;Other Quasi- Money Deposits;58233.449
Monthly;1995;Q2;Apr;Money Supply M1;130590.743699
Monthly;1995;Q2;May;Demand  Deposits;83724.515
Monthly;1995;Q2;May;Money Supply M1;130794.432454
Monthly;1995;Q2;May;Money Supply M2;186972.526454
Monthly;1995;Q2;Jun;Time & Savings Deposits;56152.393
Monthly;1995;Q2;Jun;Currency Outside Banks;46875.73062
Monthly;1995;Q3;Jul;Other Quasi- Money Deposits;56832.889
Monthly;1995;Q3;Aug;Demand  Deposits;78445.438
Monthly;1995;Q3;Aug;Money Supply M1;121568.845999
Monthly;1995;Q3;Aug;Money Supply M2;178801.848999
Monthly;1995;Q3;Sep;Other Quasi- Money Deposits;57466.812
Monthly;1995;Q3;Sep;Currency Outside Banks;42715.833
Monthly;1995;Q3;Sep;Money Supply M1;124262.251
Monthly;1995;Q4;Oct;Money Supply M3;238752.96
Monthly;1995;Q4;Dec;Time & Savings Deposits;61222.523
Monthly;1996;Q1;Jan;Time & Savings Deposits;60514.753
Monthly;1996;Q1;Jan;Demand  Deposits;81999.225
Monthly;1996;Q1;Jan;Money Supply M1;126236.681
Monthly;1996;Q1;Feb;Other Quasi- Money Deposits;56725.468
Monthly;1996;Q1;Feb;Money Supply M3;245047.4014
Monthly;1996;Q2;Apr;Money Supply M1;132963.110619
Monthly;1996;Q2;May;Currency Outside Banks;45124.90358
Monthly;1996;Q2;Jun;Money Supply M3;250982.571
Monthly;1996;Q3;Jul;Currency Outside Banks;43423.448133
Monthly;1996;Q3;Jul;Money Supply M3;247758.095133
Monthly;1996;Q3;Jul;Money Supply M2;193200.177133
Monthly;1996;Q3;Aug;Other Quasi- Money Deposits;55280.857
Monthly;1996;Q3;Sep;Time & Savings Deposits;66048.799
Monthly;1996;Q4;Oct;Currency Outside Banks;41218.723934
Monthly;1996;Q4;Oct;Money Supply M1;127787.167934
Monthly;1996;Q4;Nov;Demand  Deposits;87305.252
Monthly;1996;Q4;Nov;Money Supply M1;128815.261702
Monthly;1997;Q1;Feb;Currency Outside Banks;43763.224
Monthly;1997;Q1;Feb;Money Supply M1;137001.26
Monthly;1997;Q1;Feb;Money Supply M3;259901.401
Monthly;1997;Q1;Mar;Money Supply M2;213090.954
Monthly;1997;Q2;Apr;Time & Savings Deposits;69596.496
Monthly;1997;Q2;Apr;Other Quasi- Money Deposits;53180.383
Monthly;1997;Q2;Apr;Money Supply M3;264930.33
Monthly;1997;Q2;May;Time & Savings Deposits;69438.634
Monthly;1997;Q2;May;Other Quasi- Money Deposits;55015.379
Monthly;1997;Q2;May;Money Supply M2;213636.109
Monthly;1997;Q2;Jun;Demand  Deposits;97130.391
Monthly;1997;Q2;Jun;Currency Outside Banks;47367.604
Monthly;1997;Q2;Jun;Money Supply M3;269690.486
Monthly;1997;Q3;Jul;Money Supply M2;213128.208
Monthly;1997;Q3;Aug;Money Supply M3;265437.136
Monthly;1997;Q3;Aug;Money Supply M2;211955.23
Monthly;1997;Q4;Nov;Demand  Deposits;94900.734
Monthly;1997;Q4;Nov;Other Quasi- Money Deposits;54292.444
Monthly;1997;Q4;Dec;Money Supply M2;218349.286
Monthly;1998;Q1;Jan;Currency Outside Banks;48820.498
Monthly;1998;Q1;Jan;Money Supply M1;146519.915
Monthly;1998;Q1;Jan;Money Supply M3;276931.02
Monthly;1998;Q1;Feb;Other Quasi- Money Deposits;53093.216
Monthly;1998;Q1;Mar;Demand  Deposits;98017.262
Monthly;1998;Q1;Mar;Money Supply M2;225683.903
Monthly;1998;Q3;Jul;Demand  Deposits;98070.626
Monthly;1998;Q3;Jul;Money Supply M1;143202.944
Monthly;1998;Q3;Aug;Currency Outside Banks;43802.336
Monthly;1998;Q3;Sep;Time & Savings Deposits;79211.595
Monthly;1998;Q3;Sep;Demand  Deposits;94923.431
Monthly;1998;Q4;Oct;Time & Savings Deposits;79203.072
Monthly;1998;Q4;Oct;Currency Outside Banks;43092.838
Monthly;1998;Q4;Oct;Money Supply M1;137609.108
Monthly;1998;Q4;Oct;Money Supply M3;273674.869
Monthly;1998;Q4;Dec;Other Quasi- Money Deposits;59547.916
Monthly;1999;Q1;Jan;Demand  Deposits;97596.153
Monthly;1999;Q1;Jan;Other Quasi- Money Deposits;58718.939
Monthly;1999;Q2;Apr;Money Supply M2;230334.172
Monthly;1999;Q2;Jun;Time & Savings Deposits;81892.308
Monthly;1999;Q2;Jun;Currency Outside Banks;44443.769
Monthly;1999;Q3;Jul;Money Supply M3;282794.311
Monthly;1999;Q3;Aug;Other Quasi- Money Deposits;56772.662
Monthly;1999;Q4;Oct;Time & Savings Deposits;82272.848
Monthly;1999;Q4;Oct;Other Quasi- Money Deposits;60861.544
Monthly;1999;Q4;Oct;Money Supply M1;145215.2
Monthly;1999;Q4;Oct;Money Supply M3;288349.592
Monthly;1999;Q4;Nov;Other Quasi- Money Deposits;60608.587
Monthly;1999;Q4;Dec;Other Quasi- Money Deposits;63439.317
Monthly;2000;Q1;Jan;Time & Savings Deposits;85371.645
Monthly;2000;Q1;Jan;Money Supply M3;300384.174
Monthly;2000;Q1;Feb;Other Quasi- Money Deposits;59226.87
Monthly;2000;Q1;Feb;Currency Outside Banks;47924.169
Monthly;2000;Q1;Feb;Money Supply M3;299432.678
Monthly;2000;Q1;Mar;Demand  Deposits;112228.023
Monthly;2000;Q1;Mar;Other Quasi- Money Deposits;59505.585
Monthly;2000;Q1;Mar;Money Supply M2;244410.715
Monthly;2000;Q2;Apr;Other Quasi- Money Deposits;57893.404
Monthly;2000;Q2;Apr;Money Supply M3;305193.426
Monthly;2000;Q2;May;Currency Outside Banks;49421.842
Monthly;2000;Q2;Jun;Currency Outside Banks;48298.585
Monthly;2000;Q2;Jun;Money Supply M3;310544.245
Monthly;2000;Q2;Jun;Money Supply M2;250420.85
Monthly;2000;Q3;Jul;Money Supply M1;159782.573
Monthly;2000;Q3;Jul;Money Supply M3;307076.216
Monthly;2000;Q3;Aug;Time & Savings Deposits;87623.711
Monthly;2000;Q3;Aug;Other Quasi- Money Deposits;60442.935
